Based on edl_traj_161024_DAC1_LaRC_MC_v2 Nominal Atmosphere								
Altitude referenced to 1 bar at equator: 60268 km								
								
"Altitude, km"		"Temp, deg K"		"Pressure, bars"		"Pressure, hPa"		"Density, kg/m3"
-498.89		528.000		76.6800		76680.00		3.9637700
-498.93		528.040		76.6900		76690.00		3.9643600
-498.98		528.070		76.7100		76710.00		3.9649500
-499.02		528.100		76.7300		76730.00		3.9655400
-499.06		528.130		76.7400		76740.00		3.9661300
-499.10		528.170		76.7600		76760.00		3.9667200
-499.14		528.200		76.7700		76770.00		3.9673100
-499.19		528.230		76.7900		76790.00		3.9679000
-499.23		528.260		76.8100		76810.00		3.9684900
-499.27		528.290		76.8200		76820.00		3.9690800
-499.31		528.330		76.8400		76840.00		3.9696700
-499.36		528.360		76.8600		76860.00		3.9702600
-499.40		528.390		76.8700		76870.00		3.9708500
-499.44		528.420		76.8900		76890.00		3.9714400
-499.48		528.460		76.9000		76900.00		3.9720300
-499.52		528.490		76.9200		76920.00		3.9726200
-499.57		528.520		76.9400		76940.00		3.9732100
-499.61		528.550		76.9500		76950.00		3.9738000
-499.65		528.590		76.9700		76970.00		3.9743900
-499.69		528.620		76.9800		76980.00		3.9749800
-499.74		528.650		77.0000		77000.00		3.9755700
-499.78		528.680		77.0200		77020.00		3.9761600
-499.82		528.720		77.0300		77030.00		3.9767500
-499.86		528.750		77.0500		77050.00		3.9773400
-499.90		528.780		77.0700		77070.00		3.9779300
-499.95		528.810		77.0800		77080.00		3.9785200
-499.99		528.840		77.1000		77100.00		3.9791100
-500.03		528.880		77.1100		77110.00		3.9797000
-500.07		528.910		77.1300		77130.00		3.9802900
-500.12		528.940		77.1500		77150.00		3.9808800
-500.16		528.970		77.1600		77160.00		3.9814700
-500.20		529.010		77.1800		77180.00		3.9820600
-500.24		529.040		77.2000		77200.00		3.9826500
-500.28		529.070		77.2100		77210.00		3.9832400
-500.33		529.100		77.2300		77230.00		3.9838300
-500.37		529.140		77.2400		77240.00		3.9844300
-500.41		529.170		77.2600		77260.00		3.9850200
-500.45		529.200		77.2800		77280.00		3.9856100
-500.50		529.230		77.2900		77290.00		3.9862000
-500.54		529.260		77.3100		77310.00		3.9867900
-500.58		529.300		77.3200		77320.00		3.9873800
-500.62		529.330		77.3400		77340.00		3.9879700
-500.66		529.360		77.3600		77360.00		3.9885600
-500.71		529.390		77.3700		77370.00		3.9891500
-500.75		529.430		77.3900		77390.00		3.9897500
-500.79		529.460		77.4100		77410.00		3.9903400
-500.83		529.490		77.4200		77420.00		3.9909300
-500.88		529.520		77.4400		77440.00		3.9915200
-500.92		529.550		77.4500		77450.00		3.9921100
-500.96		529.590		77.4700		77470.00		3.9927000
-501.00		529.620		77.4900		77490.00		3.9932900
-501.04		529.650		77.5000		77500.00		3.9938900
-501.09		529.680		77.5200		77520.00		3.9944800
-501.13		529.720		77.5400		77540.00		3.9950700
-501.17		529.750		77.5500		77550.00		3.9956600
-501.21		529.780		77.5700		77570.00		3.9962500
-501.25		529.810		77.5800		77580.00		3.9968400
-501.30		529.850		77.6000		77600.00		3.9974400
-501.34		529.880		77.6200		77620.00		3.9980300
-501.38		529.910		77.6300		77630.00		3.9986200
-501.42		529.940		77.6500		77650.00		3.9992100
-501.46		529.970		77.6700		77670.00		3.9998000
-501.51		530.010		77.6800		77680.00		4.0004000
-501.55		530.040		77.7000		77700.00		4.0009900
-501.59		530.070		77.7100		77710.00		4.0015800
-501.63		530.100		77.7300		77730.00		4.0021700
-501.68		530.140		77.7500		77750.00		4.0027600
-501.72		530.170		77.7600		77760.00		4.0033600
-501.76		530.200		77.7800		77780.00		4.0039500
-501.80		530.230		77.8000		77800.00		4.0045400
-501.84		530.260		77.8100		77810.00		4.0051300
-501.89		530.300		77.8300		77830.00		4.0057300
-501.93		530.330		77.8400		77840.00		4.0063200
-501.97		530.360		77.8600		77860.00		4.0069100
-502.01		530.390		77.8800		77880.00		4.0075000
-502.05		530.430		77.8900		77890.00		4.0081000
-502.10		530.460		77.9100		77910.00		4.0086900
-502.14		530.490		77.9300		77930.00		4.0092800
-502.18		530.520		77.9400		77940.00		4.0098700
-502.22		530.550		77.9600		77960.00		4.0104700
-502.26		530.590		77.9800		77980.00		4.0110600
-502.31		530.620		77.9900		77990.00		4.0116500
-502.35		530.650		78.0100		78010.00		4.0122500
-502.39		530.680		78.0200		78020.00		4.0128400
-502.43		530.710		78.0400		78040.00		4.0134300
-502.47		530.750		78.0600		78060.00		4.0140300
-502.52		530.780		78.0700		78070.00		4.0146200
-502.56		530.810		78.0900		78090.00		4.0152100
-502.60		530.840		78.1100		78110.00		4.0158000
-502.64		530.880		78.1200		78120.00		4.0164000
-502.68		530.910		78.1400		78140.00		4.0169900
-502.73		530.940		78.1500		78150.00		4.0175800
-502.77		530.970		78.1700		78170.00		4.0181800
-502.81		531.000		78.1900		78190.00		4.0187700
-502.85		531.040		78.2000		78200.00		4.0193600
-502.89		531.070		78.2200		78220.00		4.0199600
-502.94		531.100		78.2400		78240.00		4.0205500
-502.98		531.130		78.2500		78250.00		4.0211500
-503.02		531.160		78.2700		78270.00		4.0217400
-503.06		531.200		78.2900		78290.00		4.0223300
-503.10		531.230		78.3000		78300.00		4.0229300
-503.15		531.260		78.3200		78320.00		4.0235200
-503.19		531.290		78.3300		78330.00		4.0241100
-503.23		531.330		78.3500		78350.00		4.0247100
-503.27		531.360		78.3700		78370.00		4.0253000
-503.31		531.390		78.3800		78380.00		4.0259000
-503.36		531.420		78.4000		78400.00		4.0264900
-503.40		531.450		78.4200		78420.00		4.0270800
-503.44		531.490		78.4300		78430.00		4.0276800
-503.48		531.520		78.4500		78450.00		4.0282700
-503.52		531.550		78.4700		78470.00		4.0288700
-503.57		531.580		78.4800		78480.00		4.0294600
-503.61		531.610		78.5000		78500.00		4.0300500
-503.65		531.650		78.5100		78510.00		4.0306500
-503.69		531.680		78.5300		78530.00		4.0312400
-503.73		531.710		78.5500		78550.00		4.0318400
-503.78		531.740		78.5600		78560.00		4.0324300
-503.82		531.780		78.5800		78580.00		4.0330300
-503.86		531.810		78.6000		78600.00		4.0336200
-503.90		531.840		78.6100		78610.00		4.0342200
-503.94		531.870		78.6300		78630.00		4.0348100
-503.99		531.900		78.6500		78650.00		4.0354100
-504.03		531.940		78.6600		78660.00		4.0360000
-504.07		531.970		78.6800		78680.00		4.0365900
-504.11		532.000		78.7000		78700.00		4.0371900
-504.15		532.030		78.7100		78710.00		4.0377800
-504.20		532.060		78.7300		78730.00		4.0383800
-504.24		532.100		78.7400		78740.00		4.0389700
-504.28		532.130		78.7600		78760.00		4.0395700
-504.32		532.160		78.7800		78780.00		4.0401600
-504.36		532.190		78.7900		78790.00		4.0407600
-504.40		532.220		78.8100		78810.00		4.0413500
-504.45		532.260		78.8300		78830.00		4.0419500
-504.49		532.290		78.8400		78840.00		4.0425400
-504.53		532.320		78.8600		78860.00		4.0431400
-504.57		532.350		78.8800		78880.00		4.0437300
-504.61		532.380		78.8900		78890.00		4.0443300
-504.66		532.420		78.9100		78910.00		4.0449300
-504.70		532.450		78.9300		78930.00		4.0455200
-504.74		532.480		78.9400		78940.00		4.0461200
-504.78		532.510		78.9600		78960.00		4.0467100
-504.82		532.540		78.9700		78970.00		4.0473100
-504.87		532.580		78.9900		78990.00		4.0479000
-504.91		532.610		79.0100		79010.00		4.0485000
-504.95		532.640		79.0200		79020.00		4.0490900
-504.99		532.670		79.0400		79040.00		4.0496900
-505.03		532.710		79.0600		79060.00		4.0502900
-505.07		532.740		79.0700		79070.00		4.0508800
-505.12		532.770		79.0900		79090.00		4.0514800
-505.16		532.800		79.1100		79110.00		4.0520700
-505.20		532.830		79.1200		79120.00		4.0526700
-505.24		532.870		79.1400		79140.00		4.0532600
-505.28		532.900		79.1600		79160.00		4.0538600
-505.33		532.930		79.1700		79170.00		4.0544600
-505.37		532.960		79.1900		79190.00		4.0550500
-505.41		532.990		79.2000		79200.00		4.0556500
-505.45		533.030		79.2200		79220.00		4.0562500
-505.49		533.060		79.2400		79240.00		4.0568400
-505.53		533.090		79.2500		79250.00		4.0574400
-505.58		533.120		79.2700		79270.00		4.0580300
-505.62		533.150		79.2900		79290.00		4.0586300
-505.66		533.190		79.3000		79300.00		4.0592300
-505.70		533.220		79.3200		79320.00		4.0598200
-505.74		533.250		79.3400		79340.00		4.0604200
-505.79		533.280		79.3500		79350.00		4.0610200
-505.83		533.310		79.3700		79370.00		4.0616100
-505.87		533.350		79.3900		79390.00		4.0622100
-505.91		533.380		79.4000		79400.00		4.0628100
-505.95		533.410		79.4200		79420.00		4.0634000
-505.99		533.440		79.4400		79440.00		4.0639900
-506.04		533.470		79.4500		79450.00		4.0645700
-506.08		533.510		79.4700		79470.00		4.0651500
-506.12		533.540		79.4800		79480.00		4.0657300
-506.16		533.570		79.5000		79500.00		4.0663100
-506.20		533.600		79.5200		79520.00		4.0668900
-506.25		533.630		79.5300		79530.00		4.0674700
-506.29		533.670		79.5500		79550.00		4.0680400
-506.33		533.700		79.5600		79560.00		4.0686200
-506.37		533.730		79.5800		79580.00		4.0692000
-506.41		533.760		79.6000		79600.00		4.0697800
-506.45		533.790		79.6100		79610.00		4.0703600
-506.50		533.820		79.6300		79630.00		4.0709400
-506.54		533.860		79.6400		79640.00		4.0715200
-506.58		533.890		79.6600		79660.00		4.0721000
-506.62		533.920		79.6800		79680.00		4.0726800
-506.66		533.950		79.6900		79690.00		4.0732500
-506.70		533.980		79.7100		79710.00		4.0738300
-506.75		534.020		79.7200		79720.00		4.0744100
-506.79		534.050		79.7400		79740.00		4.0749900
-506.83		534.080		79.7600		79760.00		4.0755700
-506.87		534.110		79.7700		79770.00		4.0761500
-506.91		534.140		79.7900		79790.00		4.0767300
-506.95		534.180		79.8000		79800.00		4.0773100
-507.00		534.210		79.8200		79820.00		4.0778900
-507.04		534.240		79.8400		79840.00		4.0784700
-507.08		534.270		79.8500		79850.00		4.0790500
-507.12		534.300		79.8700		79870.00		4.0796300
-507.16		534.340		79.8800		79880.00		4.0802100
-507.20		534.370		79.9000		79900.00		4.0807900
-507.25		534.400		79.9200		79920.00		4.0813700
-507.29		534.430		79.9300		79930.00		4.0819500
-507.33		534.460		79.9500		79950.00		4.0825300
-507.37		534.500		79.9600		79960.00		4.0831100
-507.41		534.530		79.9800		79980.00		4.0836900
-507.46		534.560		80.0000		80000.00		4.0842700
-507.50		534.590		80.0100		80010.00		4.0848500
-507.54		534.620		80.0300		80030.00		4.0854300
-507.58		534.660		80.0400		80040.00		4.0860100
-507.62		534.690		80.0600		80060.00		4.0865900
-507.66		534.720		80.0800		80080.00		4.0871700
-507.71		534.750		80.0900		80090.00		4.0877500
-507.75		534.780		80.1100		80110.00		4.0883300
-507.79		534.810		80.1300		80130.00		4.0889100
-507.83		534.850		80.1400		80140.00		4.0894900
-507.87		534.880		80.1600		80160.00		4.0900700
-507.91		534.910		80.1700		80170.00		4.0906500
-507.95		534.940		80.1900		80190.00		4.0912300
-508.00		534.970		80.2100		80210.00		4.0918100
-508.04		535.010		80.2200		80220.00		4.0923900
-508.08		535.040		80.2400		80240.00		4.0929700
-508.12		535.070		80.2500		80250.00		4.0935500
-508.16		535.100		80.2700		80270.00		4.0941300
-508.20		535.130		80.2900		80290.00		4.0947100
-508.25		535.170		80.3000		80300.00		4.0952900
-508.29		535.200		80.3200		80320.00		4.0958700
-508.33		535.230		80.3300		80330.00		4.0964500
-508.37		535.260		80.3500		80350.00		4.0970400
-508.41		535.290		80.3700		80370.00		4.0976200
-508.45		535.320		80.3800		80380.00		4.0982000
-508.50		535.360		80.4000		80400.00		4.0987800
-508.54		535.390		80.4100		80410.00		4.0993600
-508.58		535.420		80.4300		80430.00		4.0999400
-508.62		535.450		80.4500		80450.00		4.1005200
-508.66		535.480		80.4600		80460.00		4.1011000
-508.70		535.520		80.4800		80480.00		4.1016800
-508.75		535.550		80.5000		80500.00		4.1022700
-508.79		535.580		80.5100		80510.00		4.1028500
-508.83		535.610		80.5300		80530.00		4.1034300
-508.87		535.640		80.5400		80540.00		4.1040100
-508.91		535.680		80.5600		80560.00		4.1045900
-508.95		535.710		80.5800		80580.00		4.1051700
-508.99		535.740		80.5900		80590.00		4.1057500
-509.04		535.770		80.6100		80610.00		4.1063300
-509.08		535.800		80.6200		80620.00		4.1069200
-509.12		535.830		80.6400		80640.00		4.1075000
-509.16		535.870		80.6600		80660.00		4.1080800
-509.20		535.900		80.6700		80670.00		4.1086600
-509.24		535.930		80.6900		80690.00		4.1092400
-509.29		535.960		80.7100		80710.00		4.1098200
-509.33		535.990		80.7200		80720.00		4.1104100
-509.37		536.030		80.7400		80740.00		4.1109900
-509.41		536.060		80.7500		80750.00		4.1115700
-509.45		536.090		80.7700		80770.00		4.1121500
-509.49		536.120		80.7900		80790.00		4.1127300
-509.53		536.150		80.8000		80800.00		4.1133200
-509.58		536.180		80.8200		80820.00		4.1139000
-509.62		536.220		80.8300		80830.00		4.1144800
-509.66		536.250		80.8500		80850.00		4.1150600
-509.70		536.280		80.8700		80870.00		4.1156400
-509.74		536.310		80.8800		80880.00		4.1162300
-509.78		536.340		80.9000		80900.00		4.1168100
-509.83		536.370		80.9200		80920.00		4.1173900
-509.87		536.410		80.9300		80930.00		4.1179700
-509.91		536.440		80.9500		80950.00		4.1185600
-509.95		536.470		80.9600		80960.00		4.1191400
-509.99		536.500		80.9800		80980.00		4.1197200
-510.03		536.530		81.0000		81000.00		4.1203000
-510.07		536.570		81.0100		81010.00		4.1208900
-510.12		536.600		81.0300		81030.00		4.1214700
-510.16		536.630		81.0500		81050.00		4.1220500
-510.20		536.660		81.0600		81060.00		4.1226300
-510.24		536.690		81.0800		81080.00		4.1232200
-510.28		536.720		81.0900		81090.00		4.1238000
-510.32		536.760		81.1100		81110.00		4.1243800
-510.36		536.790		81.1300		81130.00		4.1249600
-510.41		536.820		81.1400		81140.00		4.1255500
-510.45		536.850		81.1600		81160.00		4.1261300
-510.49		536.880		81.1700		81170.00		4.1267100
-510.53		536.910		81.1900		81190.00		4.1273000
-510.57		536.950		81.2100		81210.00		4.1278800
-510.61		536.980		81.2200		81220.00		4.1284600
-510.66		537.010		81.2400		81240.00		4.1290500
-510.70		537.040		81.2600		81260.00		4.1296300
-510.74		537.070		81.2700		81270.00		4.1302100
-510.78		537.110		81.2900		81290.00		4.1308000
-510.82		537.140		81.3000		81300.00		4.1313800
-510.86		537.170		81.3200		81320.00		4.1319600
-510.90		537.200		81.3400		81340.00		4.1325500
-510.95		537.230		81.3500		81350.00		4.1331300
-510.99		537.260		81.3700		81370.00		4.1337100
-511.03		537.300		81.3900		81390.00		4.1343000
-511.07		537.330		81.4000		81400.00		4.1348800
-511.11		537.360		81.4200		81420.00		4.1354600
-511.15		537.390		81.4300		81430.00		4.1360500
-511.19		537.420		81.4500		81450.00		4.1366300
-511.24		537.450		81.4700		81470.00		4.1372100
-511.28		537.490		81.4800		81480.00		4.1378000
-511.32		537.520		81.5000		81500.00		4.1383800
-511.36		537.550		81.5200		81520.00		4.1389700
-511.40		537.580		81.5300		81530.00		4.1395500
-511.44		537.610		81.5500		81550.00		4.1401300
-511.48		537.640		81.5600		81560.00		4.1407200
-511.52		537.680		81.5800		81580.00		4.1413000
-511.57		537.710		81.6000		81600.00		4.1418800
-511.61		537.740		81.6100		81610.00		4.1424700
-511.65		537.770		81.6300		81630.00		4.1430500
-511.69		537.800		81.6500		81650.00		4.1436400
-511.73		537.830		81.6600		81660.00		4.1442200
-511.77		537.870		81.6800		81680.00		4.1448100
-511.81		537.900		81.6900		81690.00		4.1453900
-511.86		537.930		81.7100		81710.00		4.1459700
-511.90		537.960		81.7300		81730.00		4.1465600
-511.94		537.990		81.7400		81740.00		4.1471400
-511.98		538.020		81.7600		81760.00		4.1477300
-512.02		538.060		81.7800		81780.00		4.1483100
-512.06		538.090		81.7900		81790.00		4.1489000
-512.10		538.120		81.8100		81810.00		4.1494800
-512.15		538.150		81.8300		81830.00		4.1500700
-512.19		538.180		81.8400		81840.00		4.1506500
-512.23		538.210		81.8600		81860.00		4.1512300
-512.27		538.250		81.8700		81870.00		4.1518200
-512.31		538.280		81.8900		81890.00		4.1524000
-512.35		538.310		81.9100		81910.00		4.1529900
-512.39		538.340		81.9200		81920.00		4.1535700
-512.43		538.370		81.9400		81940.00		4.1541600
-512.48		538.400		81.9600		81960.00		4.1547400
-512.52		538.440		81.9700		81970.00		4.1553300
-512.56		538.470		81.9900		81990.00		4.1559100
-512.60		538.500		82.0000		82000.00		4.1565000
-512.64		538.530		82.0200		82020.00		4.1570800
-512.68		538.560		82.0400		82040.00		4.1576700
-512.72		538.590		82.0500		82050.00		4.1582500
-512.77		538.630		82.0700		82070.00		4.1588400
-512.81		538.660		82.0900		82090.00		4.1594200
-512.85		538.690		82.1000		82100.00		4.1600100
-512.89		538.720		82.1200		82120.00		4.1606000
-512.93		538.750		82.1400		82140.00		4.1611800
-512.97		538.780		82.1500		82150.00		4.1617700
-513.01		538.820		82.1700		82170.00		4.1623500
-513.05		538.850		82.1800		82180.00		4.1629400
-513.10		538.880		82.2000		82200.00		4.1635200
-513.14		538.910		82.2200		82220.00		4.1641100
-513.18		538.940		82.2300		82230.00		4.1646900
-513.22		538.970		82.2500		82250.00		4.1652800
-513.26		539.010		82.2700		82270.00		4.1658700
-513.30		539.040		82.2800		82280.00		4.1664500
-513.34		539.070		82.3000		82300.00		4.1670400
-513.38		539.100		82.3200		82320.00		4.1676200
-513.43		539.130		82.3300		82330.00		4.1682100
-513.47		539.160		82.3500		82350.00		4.1687900
-513.51		539.190		82.3600		82360.00		4.1693800
-513.55		539.230		82.3800		82380.00		4.1699700
-513.59		539.260		82.4000		82400.00		4.1705500
-513.63		539.290		82.4100		82410.00		4.1711400
-513.67		539.320		82.4300		82430.00		4.1717200
-513.71		539.350		82.4500		82450.00		4.1723100
-513.76		539.380		82.4600		82460.00		4.1729000
-513.80		539.420		82.4800		82480.00		4.1734800
-513.84		539.450		82.5000		82500.00		4.1740700
-513.88		539.480		82.5100		82510.00		4.1746600
-513.92		539.510		82.5300		82530.00		4.1752400
-513.96		539.540		82.5400		82540.00		4.1758300
-514.00		539.570		82.5600		82560.00		4.1764200
-514.04		539.610		82.5800		82580.00		4.1770000
-514.09		539.640		82.5900		82590.00		4.1775900
-514.13		539.670		82.6100		82610.00		4.1781800
-514.17		539.700		82.6300		82630.00		4.1787600
-514.21		539.730		82.6400		82640.00		4.1793500
-514.25		539.760		82.6600		82660.00		4.1799400
-514.29		539.790		82.6800		82680.00		4.1805200
-514.33		539.830		82.6900		82690.00		4.1811100
-514.37		539.860		82.7100		82710.00		4.1817000
-514.41		539.890		82.7300		82730.00		4.1822800
-514.46		539.920		82.7400		82740.00		4.1828700
-514.50		539.950		82.7600		82760.00		4.1834600
-514.54		539.980		82.7700		82770.00		4.1840400
-514.58		540.020		82.7900		82790.00		4.1846300
-514.62		540.050		82.8100		82810.00		4.1852200
-514.66		540.080		82.8200		82820.00		4.1858000
-514.70		540.110		82.8400		82840.00		4.1863900
-514.74		540.140		82.8600		82860.00		4.1869800
-514.79		540.170		82.8700		82870.00		4.1875700
-514.83		540.200		82.8900		82890.00		4.1881500
-514.87		540.240		82.9100		82910.00		4.1887400
-514.91		540.270		82.9200		82920.00		4.1893300
-514.95		540.300		82.9400		82940.00		4.1899200
-514.99		540.330		82.9600		82960.00		4.1905000
-515.03		540.360		82.9700		82970.00		4.1910900
-515.07		540.390		82.9900		82990.00		4.1916800
-515.11		540.430		83.0000		83000.00		4.1922700
-515.16		540.460		83.0200		83020.00		4.1928500
-515.20		540.490		83.0400		83040.00		4.1934400
-515.24		540.520		83.0500		83050.00		4.1940300
-515.28		540.550		83.0700		83070.00		4.1946200
-515.32		540.580		83.0900		83090.00		4.1952000
-515.36		540.610		83.1000		83100.00		4.1957900
-515.40		540.650		83.1200		83120.00		4.1963800
-515.44		540.680		83.1400		83140.00		4.1969700
-515.48		540.710		83.1500		83150.00		4.1975600
-515.53		540.740		83.1700		83170.00		4.1981400
-515.57		540.770		83.1900		83190.00		4.1987300
-515.61		540.800		83.2000		83200.00		4.1993200
-515.65		540.830		83.2200		83220.00		4.1999100
-515.69		540.870		83.2300		83230.00		4.2005000
-515.73		540.900		83.2500		83250.00		4.2010800
-515.77		540.930		83.2700		83270.00		4.2016700
-515.81		540.960		83.2800		83280.00		4.2022600
-515.85		540.990		83.3000		83300.00		4.2028500
-515.90		541.020		83.3200		83320.00		4.2034400
-515.94		541.050		83.3300		83330.00		4.2040300
-515.98		541.090		83.3500		83350.00		4.2046100
-516.02		541.120		83.3700		83370.00		4.2052000
-516.06		541.150		83.3800		83380.00		4.2057900
-516.10		541.180		83.4000		83400.00		4.2063800
-516.14		541.210		83.4200		83420.00		4.2069700
-516.18		541.240		83.4300		83430.00		4.2075600
-516.22		541.270		83.4500		83450.00		4.2081500
-516.27		541.310		83.4700		83470.00		4.2087300
-516.31		541.340		83.4800		83480.00		4.2093200
-516.35		541.370		83.5000		83500.00		4.2099100
-516.39		541.400		83.5200		83520.00		4.2105000
-516.43		541.430		83.5300		83530.00		4.2110900
-516.47		541.460		83.5500		83550.00		4.2116800
-516.51		541.490		83.5700		83570.00		4.2122700
-516.55		541.530		83.5800		83580.00		4.2128600
-516.59		541.560		83.6000		83600.00		4.2134500
-516.63		541.590		83.6100		83610.00		4.2140400
-516.68		541.620		83.6300		83630.00		4.2146200
-516.72		541.650		83.6500		83650.00		4.2152100
-516.76		541.680		83.6600		83660.00		4.2158000
-516.80		541.710		83.6800		83680.00		4.2163900
-516.84		541.750		83.7000		83700.00		4.2169800
-516.88		541.780		83.7100		83710.00		4.2175700
-516.92		541.810		83.7300		83730.00		4.2181600
-516.96		541.840		83.7500		83750.00		4.2187500
-517.00		541.870		83.7600		83760.00		4.2193400
-517.04		541.900		83.7800		83780.00		4.2199300
-517.09		541.930		83.8000		83800.00		4.2205200
-517.13		541.970		83.8100		83810.00		4.2211100
-517.17		542.000		83.8300		83830.00		4.2217000
-517.21		542.030		83.8500		83850.00		4.2222900
-517.25		542.060		83.8600		83860.00		4.2228800
-517.29		542.090		83.8800		83880.00		4.2234700
-517.33		542.120		83.9000		83900.00		4.2240600
-517.37		542.150		83.9100		83910.00		4.2246500
-517.41		542.190		83.9300		83930.00		4.2252400
-517.45		542.220		83.9500		83950.00		4.2258300
-517.50		542.250		83.9600		83960.00		4.2264200
-517.54		542.280		83.9800		83980.00		4.2270100
-517.58		542.310		84.0000		84000.00		4.2276000
-517.62		542.340		84.0100		84010.00		4.2281900
-517.66		542.370		84.0300		84030.00		4.2287800
-517.70		542.410		84.0500		84050.00		4.2293700
-517.74		542.440		84.0600		84060.00		4.2299600
-517.78		542.470		84.0800		84080.00		4.2305500
-517.82		542.500		84.0900		84090.00		4.2311400
-517.86		542.530		84.1100		84110.00		4.2317300
-517.90		542.560		84.1300		84130.00		4.2323200
-517.95		542.590		84.1400		84140.00		4.2329100
-517.99		542.620		84.1600		84160.00		4.2335000
-518.03		542.660		84.1800		84180.00		4.2340900
-518.07		542.690		84.1900		84190.00		4.2346800
-518.11		542.720		84.2100		84210.00		4.2352700
-518.15		542.750		84.2300		84230.00		4.2358600
-518.19		542.780		84.2400		84240.00		4.2364500
-518.23		542.810		84.2600		84260.00		4.2370400
-518.27		542.840		84.2800		84280.00		4.2376300
-518.31		542.880		84.2900		84290.00		4.2382200
-518.36		542.910		84.3100		84310.00		4.2388200
-518.40		542.940		84.3300		84330.00		4.2394100
-518.44		542.970		84.3400		84340.00		4.2400000
-518.48		543.000		84.3600		84360.00		4.2405900
-518.52		543.030		84.3800		84380.00		4.2411800
-518.56		543.060		84.3900		84390.00		4.2417700
-518.60		543.090		84.4100		84410.00		4.2423600
-518.64		543.130		84.4300		84430.00		4.2429500
-518.68		543.160		84.4400		84440.00		4.2435400
-518.72		543.190		84.4600		84460.00		4.2441300
-518.76		543.220		84.4800		84480.00		4.2447300
-518.80		543.250		84.4900		84490.00		4.2453200
-518.85		543.280		84.5100		84510.00		4.2459100
-518.89		543.310		84.5300		84530.00		4.2465000
-518.93		543.350		84.5400		84540.00		4.2470900
-518.97		543.380		84.5600		84560.00		4.2476800
-519.01		543.410		84.5800		84580.00		4.2482700
-519.05		543.440		84.5900		84590.00		4.2488700
-519.09		543.470		84.6100		84610.00		4.2494600
-519.13		543.500		84.6300		84630.00		4.2500500
-519.17		543.530		84.6400		84640.00		4.2506400
-519.21		543.560		84.6600		84660.00		4.2512300
-519.25		543.600		84.6800		84680.00		4.2518200
-519.30		543.630		84.6900		84690.00		4.2524200
-519.34		543.660		84.7100		84710.00		4.2530100
-519.38		543.690		84.7300		84730.00		4.2536000
-519.42		543.720		84.7400		84740.00		4.2541900
-519.46		543.750		84.7600		84760.00		4.2547800
-519.50		543.780		84.7800		84780.00		4.2553800
-519.54		543.810		84.7900		84790.00		4.2559700
-519.58		543.850		84.8100		84810.00		4.2565600
-519.62		543.880		84.8300		84830.00		4.2571500
-519.66		543.910		84.8400		84840.00		4.2577400
-519.70		543.940		84.8600		84860.00		4.2583400
-519.74		543.970		84.8800		84880.00		4.2589300
-519.79		544.000		84.8900		84890.00		4.2595200
-519.83		544.030		84.9100		84910.00		4.2601100
-519.87		544.060		84.9300		84930.00		4.2607100
-519.91		544.100		84.9400		84940.00		4.2613000
-519.95		544.130		84.9600		84960.00		4.2618900
-519.99		544.160		84.9800		84980.00		4.2624800
-520.03		544.190		84.9900		84990.00		4.2630800
-520.07		544.220		85.0100		85010.00		4.2636700
-520.11		544.250		85.0300		85030.00		4.2642600
-520.15		544.280		85.0400		85040.00		4.2648500
-520.19		544.310		85.0600		85060.00		4.2654500
-520.23		544.350		85.0800		85080.00		4.2660400
-520.27		544.380		85.0900		85090.00		4.2666300
-520.32		544.410		85.1100		85110.00		4.2672200
-520.36		544.440		85.1300		85130.00		4.2678200
-520.40		544.470		85.1400		85140.00		4.2684100
-520.44		544.500		85.1600		85160.00		4.2690000
-520.48		544.530		85.1800		85180.00		4.2696000
-520.52		544.560		85.1900		85190.00		4.2701900
-520.56		544.600		85.2100		85210.00		4.2707800
-520.60		544.630		85.2300		85230.00		4.2713800
-520.64		544.660		85.2400		85240.00		4.2719700
-520.68		544.690		85.2600		85260.00		4.2725600
-520.72		544.720		85.2800		85280.00		4.2731500
-520.76		544.750		85.3000		85300.00		4.2737500
-520.80		544.780		85.3100		85310.00		4.2743400
-520.85		544.810		85.3300		85330.00		4.2749300
-520.89		544.840		85.3500		85350.00		4.2755300
-520.93		544.880		85.3600		85360.00		4.2761200
-520.97		544.910		85.3800		85380.00		4.2767200
-521.01		544.940		85.4000		85400.00		4.2773100
-521.05		544.970		85.4100		85410.00		4.2779000
-521.09		545.000		85.4300		85430.00		4.2785000
-521.13		545.030		85.4500		85450.00		4.2790900
-521.17		545.060		85.4600		85460.00		4.2796800
-521.21		545.090		85.4800		85480.00		4.2802800
-521.25		545.130		85.5000		85500.00		4.2808700
-521.29		545.160		85.5100		85510.00		4.2814600
-521.33		545.190		85.5300		85530.00		4.2820600
-521.37		545.220		85.5500		85550.00		4.2826500
-521.42		545.250		85.5600		85560.00		4.2832500
-521.46		545.280		85.5800		85580.00		4.2838400
-521.50		545.310		85.6000		85600.00		4.2844300
-521.54		545.340		85.6100		85610.00		4.2850300
-521.58		545.370		85.6300		85630.00		4.2856200
-521.62		545.410		85.6500		85650.00		4.2862200
-521.66		545.440		85.6600		85660.00		4.2868100
-521.70		545.470		85.6800		85680.00		4.2874000
-521.74		545.500		85.7000		85700.00		4.2880000
-521.78		545.530		85.7100		85710.00		4.2885900
-521.82		545.560		85.7300		85730.00		4.2891900
-521.86		545.590		85.7500		85750.00		4.2897800
