Based on edl_traj_161024_DAC1_LaRC_MC_v2 Nominal Atmosphere								
Altitude referenced to 1 bar at equator: 60268 km								
								
"Altitude, km"		"Temp, deg K"		"Pressure, bars"		"Pressure, hPa"		"Density, kg/m3"
-54.61		186.480		2.3580		2358.00		0.3450780
-54.66		186.530		2.3590		2359.00		0.3452410
-54.71		186.570		2.3610		2361.00		0.3454050
-54.76		186.610		2.3620		2362.00		0.3455690
-54.82		186.650		2.3640		2364.00		0.3457330
-54.87		186.690		2.3660		2366.00		0.3458970
-54.92		186.730		2.3670		2367.00		0.3460610
-54.97		186.770		2.3690		2369.00		0.3462250
-55.02		186.810		2.3710		2371.00		0.3463890
-55.07		186.850		2.3720		2372.00		0.3465530
-55.12		186.890		2.3740		2374.00		0.3467180
-55.17		186.940		2.3760		2376.00		0.3468820
-55.22		186.980		2.3770		2377.00		0.3470460
-55.27		187.020		2.3790		2379.00		0.3472100
-55.32		187.060		2.3810		2381.00		0.3473750
-55.37		187.100		2.3820		2382.00		0.3475390
-55.42		187.140		2.3840		2384.00		0.3477030
-55.47		187.180		2.3860		2386.00		0.3478680
-55.52		187.220		2.3870		2387.00		0.3480320
-55.57		187.260		2.3890		2389.00		0.3481970
-55.62		187.300		2.3900		2390.00		0.3483610
-55.67		187.350		2.3920		2392.00		0.3485260
-55.72		187.390		2.3940		2394.00		0.3486910
-55.77		187.430		2.3950		2395.00		0.3488550
-55.83		187.470		2.3970		2397.00		0.3490200
-55.88		187.510		2.3990		2399.00		0.3491850
-55.93		187.550		2.4000		2400.00		0.3493500
-55.98		187.590		2.4020		2402.00		0.3495140
-56.03		187.630		2.4040		2404.00		0.3496790
-56.08		187.670		2.4050		2405.00		0.3498440
-56.13		187.710		2.4070		2407.00		0.3500090
-56.18		187.750		2.4090		2409.00		0.3501740
-56.23		187.800		2.4100		2410.00		0.3503390
-56.28		187.840		2.4120		2412.00		0.3505040
-56.33		187.880		2.4140		2414.00		0.3506690
-56.38		187.920		2.4150		2415.00		0.3508340
-56.43		187.960		2.4170		2417.00		0.3510000
-56.48		188.000		2.4190		2419.00		0.3511650
-56.53		188.040		2.4200		2420.00		0.3513300
-56.58		188.080		2.4220		2422.00		0.3514950
-56.63		188.120		2.4240		2424.00		0.3516610
-56.68		188.160		2.4250		2425.00		0.3518260
-56.73		188.200		2.4270		2427.00		0.3519920
-56.78		188.240		2.4290		2429.00		0.3521570
-56.83		188.280		2.4300		2430.00		0.3523230
-56.88		188.330		2.4320		2432.00		0.3524880
-56.93		188.370		2.4340		2434.00		0.3526540
-56.98		188.410		2.4350		2435.00		0.3528190
-57.03		188.450		2.4370		2437.00		0.3529850
-57.08		188.490		2.4390		2439.00		0.3531510
-57.13		188.530		2.4400		2440.00		0.3533160
-57.18		188.570		2.4420		2442.00		0.3534820
-57.23		188.610		2.4440		2444.00		0.3536480
-57.28		188.650		2.4450		2445.00		0.3538140
-57.33		188.690		2.4470		2447.00		0.3539800
-57.38		188.730		2.4490		2449.00		0.3541460
-57.43		188.770		2.4500		2450.00		0.3543120
-57.48		188.810		2.4520		2452.00		0.3544780
-57.53		188.850		2.4540		2454.00		0.3546440
-57.58		188.890		2.4560		2456.00		0.3548100
-57.63		188.930		2.4570		2457.00		0.3549760
-57.68		188.970		2.4590		2459.00		0.3551420
-57.73		189.020		2.4610		2461.00		0.3553080
-57.78		189.060		2.4620		2462.00		0.3554740
-57.83		189.100		2.4640		2464.00		0.3556410
-57.88		189.140		2.4660		2466.00		0.3558070
-57.93		189.180		2.4670		2467.00		0.3559730
-57.98		189.220		2.4690		2469.00		0.3561400
-58.03		189.260		2.4710		2471.00		0.3563060
-58.08		189.300		2.4720		2472.00		0.3564730
-58.13		189.340		2.4740		2474.00		0.3566390
-58.18		189.380		2.4760		2476.00		0.3568060
-58.23		189.420		2.4770		2477.00		0.3569720
-58.28		189.460		2.4790		2479.00		0.3571390
-58.33		189.500		2.4810		2481.00		0.3573060
-58.38		189.540		2.4830		2483.00		0.3574720
-58.43		189.580		2.4840		2484.00		0.3576390
-58.48		189.620		2.4860		2486.00		0.3578060
-58.53		189.660		2.4880		2488.00		0.3579730
-58.58		189.700		2.4890		2489.00		0.3581390
-58.63		189.740		2.4910		2491.00		0.3583060
-58.68		189.780		2.4930		2493.00		0.3584730
-58.73		189.820		2.4940		2494.00		0.3586400
-58.78		189.860		2.4960		2496.00		0.3588070
-58.83		189.900		2.4980		2498.00		0.3589740
-58.88		189.950		2.5000		2500.00		0.3591410
-58.93		189.990		2.5010		2501.00		0.3593090
-58.98		190.030		2.5030		2503.00		0.3594760
-59.03		190.070		2.5050		2505.00		0.3596430
-59.08		190.110		2.5060		2506.00		0.3598100
-59.13		190.150		2.5080		2508.00		0.3599770
-59.17		190.190		2.5100		2510.00		0.3601450
-59.22		190.230		2.5110		2511.00		0.3603120
-59.27		190.270		2.5130		2513.00		0.3604760
-59.32		190.310		2.5150		2515.00		0.3606370
-59.37		190.350		2.5160		2516.00		0.3607990
-59.42		190.390		2.5180		2518.00		0.3609610
-59.47		190.430		2.5200		2520.00		0.3611220
-59.52		190.470		2.5210		2521.00		0.3612840
-59.57		190.510		2.5230		2523.00		0.3614460
-59.62		190.550		2.5250		2525.00		0.3616080
-59.67		190.590		2.5260		2526.00		0.3617700
-59.72		190.630		2.5280		2528.00		0.3619320
-59.77		190.670		2.5300		2530.00		0.3620930
-59.82		190.710		2.5310		2531.00		0.3622550
-59.87		190.750		2.5330		2533.00		0.3624170
-59.92		190.790		2.5350		2535.00		0.3625800
-59.97		190.830		2.5360		2536.00		0.3627420
-60.02		190.860		2.5380		2538.00		0.3629040
-60.07		190.900		2.5400		2540.00		0.3630660
-60.12		190.940		2.5410		2541.00		0.3632280
-60.16		190.980		2.5430		2543.00		0.3633900
-60.21		191.020		2.5440		2544.00		0.3635530
-60.26		191.060		2.5460		2546.00		0.3637150
-60.31		191.100		2.5480		2548.00		0.3638770
-60.36		191.140		2.5490		2549.00		0.3640400
-60.41		191.180		2.5510		2551.00		0.3642020
-60.46		191.220		2.5530		2553.00		0.3643650
-60.51		191.260		2.5540		2554.00		0.3645270
-60.56		191.300		2.5560		2556.00		0.3646900
-60.61		191.340		2.5580		2558.00		0.3648520
-60.66		191.380		2.5590		2559.00		0.3650150
-60.71		191.420		2.5610		2561.00		0.3651770
-60.76		191.460		2.5630		2563.00		0.3653400
-60.81		191.500		2.5640		2564.00		0.3655030
-60.85		191.540		2.5660		2566.00		0.3656660
-60.90		191.580		2.5680		2568.00		0.3658280
-60.95		191.620		2.5690		2569.00		0.3659910
-61.00		191.660		2.5710		2571.00		0.3661540
-61.05		191.700		2.5730		2573.00		0.3663170
-61.10		191.740		2.5740		2574.00		0.3664800
-61.15		191.780		2.5760		2576.00		0.3666430
-61.20		191.820		2.5780		2578.00		0.3668060
-61.25		191.860		2.5790		2579.00		0.3669690
-61.30		191.900		2.5810		2581.00		0.3671320
-61.35		191.940		2.5830		2583.00		0.3672950
-61.40		191.970		2.5840		2584.00		0.3674580
-61.44		192.010		2.5860		2586.00		0.3676210
-61.49		192.050		2.5880		2588.00		0.3677850
-61.54		192.090		2.5900		2590.00		0.3679480
-61.59		192.130		2.5910		2591.00		0.3681110
-61.64		192.170		2.5930		2593.00		0.3682750
-61.69		192.210		2.5950		2595.00		0.3684380
-61.74		192.250		2.5960		2596.00		0.3686010
-61.79		192.290		2.5980		2598.00		0.3687650
-61.84		192.330		2.6000		2600.00		0.3689280
-61.89		192.370		2.6010		2601.00		0.3690920
-61.94		192.410		2.6030		2603.00		0.3692550
-61.98		192.450		2.6050		2605.00		0.3694190
-62.03		192.490		2.6060		2606.00		0.3695830
-62.08		192.530		2.6080		2608.00		0.3697460
-62.13		192.570		2.6100		2610.00		0.3699100
-62.18		192.610		2.6110		2611.00		0.3700740
-62.23		192.650		2.6130		2613.00		0.3702370
-62.28		192.680		2.6150		2615.00		0.3704010
-62.33		192.720		2.6160		2616.00		0.3705650
-62.38		192.760		2.6180		2618.00		0.3707290
-62.42		192.800		2.6200		2620.00		0.3708930
-62.47		192.840		2.6220		2622.00		0.3710570
-62.52		192.880		2.6230		2623.00		0.3712210
-62.57		192.920		2.6250		2625.00		0.3713850
-62.62		192.960		2.6270		2627.00		0.3715490
-62.67		193.000		2.6280		2628.00		0.3717130
-62.72		193.040		2.6300		2630.00		0.3718770
-62.77		193.080		2.6320		2632.00		0.3720410
-62.82		193.120		2.6330		2633.00		0.3722050
-62.86		193.160		2.6350		2635.00		0.3723700
-62.91		193.200		2.6370		2637.00		0.3725340
-62.96		193.240		2.6380		2638.00		0.3726980
-63.01		193.270		2.6400		2640.00		0.3728630
-63.06		193.310		2.6420		2642.00		0.3730270
-63.11		193.350		2.6440		2644.00		0.3731910
-63.16		193.390		2.6450		2645.00		0.3733560
-63.21		193.430		2.6470		2647.00		0.3735200
-63.25		193.470		2.6490		2649.00		0.3736850
-63.30		193.510		2.6500		2650.00		0.3738490
-63.35		193.550		2.6520		2652.00		0.3740140
-63.40		193.590		2.6540		2654.00		0.3741790
-63.45		193.630		2.6550		2655.00		0.3743430
-63.50		193.670		2.6570		2657.00		0.3745080
-63.55		193.710		2.6590		2659.00		0.3746730
-63.59		193.740		2.6610		2661.00		0.3748380
-63.64		193.780		2.6620		2662.00		0.3750020
-63.69		193.820		2.6640		2664.00		0.3751670
-63.74		193.860		2.6660		2666.00		0.3753320
-63.79		193.900		2.6670		2667.00		0.3754970
-63.84		193.940		2.6690		2669.00		0.3756620
-63.89		193.980		2.6710		2671.00		0.3758270
-63.93		194.020		2.6730		2673.00		0.3759920
-63.98		194.060		2.6740		2674.00		0.3761570
-64.03		194.100		2.6760		2676.00		0.3763220
-64.08		194.140		2.6780		2678.00		0.3764870
-64.13		194.170		2.6790		2679.00		0.3766530
-64.18		194.210		2.6810		2681.00		0.3768180
-64.23		194.250		2.6830		2683.00		0.3769830
-64.27		194.290		2.6850		2685.00		0.3771480
-64.32		194.330		2.6860		2686.00		0.3773140
-64.37		194.370		2.6880		2688.00		0.3774790
-64.42		194.410		2.6900		2690.00		0.3776440
-64.47		194.450		2.6910		2691.00		0.3778100
-64.52		194.490		2.6930		2693.00		0.3779750
-64.56		194.530		2.6950		2695.00		0.3781410
-64.61		194.560		2.6970		2697.00		0.3783060
-64.66		194.600		2.6980		2698.00		0.3784720
-64.71		194.640		2.7000		2700.00		0.3786380
-64.76		194.680		2.7020		2702.00		0.3788030
-64.81		194.720		2.7030		2703.00		0.3789690
-64.85		194.760		2.7050		2705.00		0.3791350
-64.90		194.800		2.7070		2707.00		0.3793000
-64.95		194.840		2.7090		2709.00		0.3794660
-65.00		194.880		2.7100		2710.00		0.3796320
-65.05		194.910		2.7120		2712.00		0.3797980
-65.10		194.950		2.7140		2714.00		0.3799640
-65.14		194.990		2.7160		2716.00		0.3801300
-65.19		195.030		2.7170		2717.00		0.3802960
-65.24		195.070		2.7190		2719.00		0.3804620
-65.29		195.110		2.7210		2721.00		0.3806280
-65.34		195.150		2.7230		2723.00		0.3807940
-65.39		195.190		2.7240		2724.00		0.3809600
-65.43		195.230		2.7260		2726.00		0.3811260
-65.48		195.260		2.7280		2728.00		0.3812920
-65.53		195.300		2.7290		2729.00		0.3814590
-65.58		195.340		2.7310		2731.00		0.3816250
-65.63		195.380		2.7330		2733.00		0.3817910
-65.68		195.420		2.7350		2735.00		0.3819580
-65.72		195.460		2.7360		2736.00		0.3821240
-65.77		195.500		2.7380		2738.00		0.3822900
-65.82		195.540		2.7400		2740.00		0.3824570
-65.87		195.570		2.7420		2742.00		0.3826230
-65.92		195.610		2.7430		2743.00		0.3827900
-65.96		195.650		2.7450		2745.00		0.3829560
-66.01		195.690		2.7470		2747.00		0.3831230
-66.06		195.730		2.7490		2749.00		0.3832900
-66.11		195.770		2.7500		2750.00		0.3834560
-66.16		195.810		2.7520		2752.00		0.3836230
-66.20		195.850		2.7540		2754.00		0.3837900
-66.25		195.880		2.7560		2756.00		0.3839560
-66.30		195.920		2.7570		2757.00		0.3841230
-66.35		195.960		2.7590		2759.00		0.3842900
-66.40		196.000		2.7610		2761.00		0.3844570
-66.44		196.040		2.7630		2763.00		0.3846240
-66.49		196.080		2.7640		2764.00		0.3847910
-66.54		196.120		2.7660		2766.00		0.3849580
-66.59		196.150		2.7680		2768.00		0.3851250
-66.64		196.190		2.7700		2770.00		0.3852920
-66.68		196.230		2.7710		2771.00		0.3854590
-66.73		196.270		2.7730		2773.00		0.3856260
-66.78		196.310		2.7750		2775.00		0.3857930
-66.83		196.350		2.7770		2777.00		0.3859610
-66.88		196.390		2.7780		2778.00		0.3861280
-66.92		196.420		2.7800		2780.00		0.3862950
-66.97		196.460		2.7820		2782.00		0.3864620
-67.02		196.500		2.7840		2784.00		0.3866300
-67.07		196.540		2.7850		2785.00		0.3867970
-67.12		196.580		2.7870		2787.00		0.3869650
-67.16		196.620		2.7890		2789.00		0.3871320
-67.21		196.660		2.7910		2791.00		0.3873000
-67.26		196.690		2.7920		2792.00		0.3874670
-67.31		196.730		2.7940		2794.00		0.3876350
-67.35		196.770		2.7960		2796.00		0.3878020
-67.40		196.810		2.7980		2798.00		0.3879700
-67.45		196.850		2.7990		2799.00		0.3881380
-67.50		196.890		2.8010		2801.00		0.3883050
-67.55		196.920		2.8030		2803.00		0.3884730
-67.59		196.960		2.8050		2805.00		0.3886410
-67.64		197.000		2.8070		2807.00		0.3888090
-67.69		197.040		2.8080		2808.00		0.3889770
-67.74		197.080		2.8100		2810.00		0.3891450
-67.78		197.120		2.8120		2812.00		0.3893130
-67.83		197.160		2.8140		2814.00		0.3894810
-67.88		197.190		2.8150		2815.00		0.3896490
-67.93		197.230		2.8170		2817.00		0.3898170
-67.98		197.270		2.8190		2819.00		0.3899820
-68.02		197.310		2.8210		2821.00		0.3901460
-68.07		197.350		2.8220		2822.00		0.3903090
-68.12		197.380		2.8240		2824.00		0.3904730
-68.17		197.420		2.8260		2826.00		0.3906370
-68.21		197.460		2.8280		2828.00		0.3908010
-68.26		197.500		2.8290		2829.00		0.3909640
-68.31		197.540		2.8310		2831.00		0.3911280
-68.36		197.580		2.8330		2833.00		0.3912920
-68.40		197.610		2.8340		2834.00		0.3914560
-68.45		197.650		2.8360		2836.00		0.3916200
-68.50		197.690		2.8380		2838.00		0.3917840
-68.55		197.730		2.8400		2840.00		0.3919480
-68.59		197.770		2.8410		2841.00		0.3921110
-68.64		197.800		2.8430		2843.00		0.3922760
-68.69		197.840		2.8450		2845.00		0.3924400
-68.74		197.880		2.8460		2846.00		0.3926040
-68.78		197.920		2.8480		2848.00		0.3927680
-68.83		197.960		2.8500		2850.00		0.3929320
-68.88		197.990		2.8520		2852.00		0.3930960
-68.93		198.030		2.8530		2853.00		0.3932600
-68.97		198.070		2.8550		2855.00		0.3934250
-69.02		198.110		2.8570		2857.00		0.3935890
-69.07		198.150		2.8590		2859.00		0.3937530
-69.12		198.180		2.8600		2860.00		0.3939180
-69.16		198.220		2.8620		2862.00		0.3940820
-69.21		198.260		2.8640		2864.00		0.3942470
-69.26		198.300		2.8660		2866.00		0.3944110
-69.31		198.340		2.8670		2867.00		0.3945760
-69.35		198.370		2.8690		2869.00		0.3947400
-69.40		198.410		2.8710		2871.00		0.3949050
-69.45		198.450		2.8720		2872.00		0.3950690
-69.50		198.490		2.8740		2874.00		0.3952340
-69.54		198.520		2.8760		2876.00		0.3953990
-69.59		198.560		2.8780		2878.00		0.3955630
-69.64		198.600		2.8790		2879.00		0.3957280
-69.68		198.640		2.8810		2881.00		0.3958930
-69.73		198.680		2.8830		2883.00		0.3960580
-69.78		198.710		2.8850		2885.00		0.3962220
-69.83		198.750		2.8860		2886.00		0.3963870
-69.87		198.790		2.8880		2888.00		0.3965520
-69.92		198.830		2.8900		2890.00		0.3967170
-69.97		198.870		2.8920		2892.00		0.3968820
-70.02		198.900		2.8930		2893.00		0.3970470
-70.06		198.940		2.8950		2895.00		0.3972120
-70.11		198.980		2.8970		2897.00		0.3973770
-70.16		199.020		2.8990		2899.00		0.3975430
-70.20		199.050		2.9000		2900.00		0.3977080
-70.25		199.090		2.9020		2902.00		0.3978730
-70.30		199.130		2.9040		2904.00		0.3980380
-70.35		199.170		2.9060		2906.00		0.3982030
-70.39		199.210		2.9070		2907.00		0.3983690
-70.44		199.240		2.9090		2909.00		0.3985340
-70.49		199.280		2.9110		2911.00		0.3986990
-70.53		199.320		2.9130		2913.00		0.3988650
-70.58		199.360		2.9140		2914.00		0.3990300
-70.63		199.390		2.9160		2916.00		0.3991960
-70.68		199.430		2.9180		2918.00		0.3993610
-70.72		199.470		2.9200		2920.00		0.3995270
-70.77		199.510		2.9210		2921.00		0.3996920
-70.82		199.540		2.9230		2923.00		0.3998580
-70.86		199.580		2.9250		2925.00		0.4000240
-70.91		199.620		2.9270		2927.00		0.4001890
-70.96		199.660		2.9280		2928.00		0.4003550
-71.01		199.700		2.9300		2930.00		0.4005210
-71.05		199.730		2.9320		2932.00		0.4006860
-71.10		199.770		2.9340		2934.00		0.4008520
-71.15		199.810		2.9360		2936.00		0.4010180
-71.19		199.850		2.9370		2937.00		0.4011840
-71.24		199.880		2.9390		2939.00		0.4013500
-71.29		199.920		2.9410		2941.00		0.4015160
-71.33		199.960		2.9430		2943.00		0.4016820
-71.38		200.000		2.9440		2944.00		0.4018480
-71.43		200.030		2.9460		2946.00		0.4020140
-71.48		200.070		2.9480		2948.00		0.4021800
-71.52		200.110		2.9500		2950.00		0.4023460
-71.57		200.150		2.9510		2951.00		0.4025120
-71.62		200.180		2.9530		2953.00		0.4026790
-71.66		200.220		2.9550		2955.00		0.4028450
-71.71		200.260		2.9570		2957.00		0.4030110
-71.76		200.300		2.9590		2959.00		0.4031770
-71.80		200.330		2.9600		2960.00		0.4033440
-71.85		200.370		2.9620		2962.00		0.4035100
-71.90		200.410		2.9640		2964.00		0.4036760
-71.94		200.450		2.9660		2966.00		0.4038430
-71.99		200.480		2.9670		2967.00		0.4040090
-72.04		200.520		2.9690		2969.00		0.4041760
-72.08		200.560		2.9710		2971.00		0.4043420
-72.13		200.600		2.9730		2973.00		0.4045090
-72.18		200.630		2.9750		2975.00		0.4046760
-72.23		200.670		2.9760		2976.00		0.4048420
-72.27		200.710		2.9780		2978.00		0.4050090
-72.32		200.750		2.9800		2980.00		0.4051760
-72.37		200.780		2.9820		2982.00		0.4053420
-72.41		200.820		2.9830		2983.00		0.4055090
-72.46		200.860		2.9850		2985.00		0.4056760
-72.51		200.900		2.9870		2987.00		0.4058430
-72.55		200.930		2.9890		2989.00		0.4060100
-72.60		200.970		2.9910		2991.00		0.4061770
-72.65		201.010		2.9920		2992.00		0.4063430
-72.69		201.050		2.9940		2994.00		0.4065100
-72.74		201.080		2.9960		2996.00		0.4066770
-72.79		201.120		2.9980		2998.00		0.4068450
-72.83		201.160		2.9990		2999.00		0.4070120
-72.88		201.190		3.0010		3001.00		0.4071790
-72.93		201.230		3.0030		3003.00		0.4073460
-72.97		201.270		3.0050		3005.00		0.4075130
-73.02		201.310		3.0070		3007.00		0.4076800
-73.07		201.340		3.0080		3008.00		0.4078480
-73.11		201.380		3.0100		3010.00		0.4080150
-73.16		201.420		3.0120		3012.00		0.4081820
-73.21		201.460		3.0140		3014.00		0.4083500
-73.25		201.490		3.0160		3016.00		0.4085170
-73.30		201.530		3.0170		3017.00		0.4086840
-73.35		201.570		3.0190		3019.00		0.4088520
-73.39		201.600		3.0210		3021.00		0.4090190
-73.44		201.640		3.0230		3023.00		0.4091870
-73.49		201.680		3.0250		3025.00		0.4093540
-73.53		201.720		3.0260		3026.00		0.4095220
-73.58		201.750		3.0280		3028.00		0.4096900
-73.62		201.790		3.0300		3030.00		0.4098570
-73.67		201.830		3.0320		3032.00		0.4100250
-73.72		201.870		3.0340		3034.00		0.4101930
-73.76		201.900		3.0350		3035.00		0.4103610
-73.81		201.940		3.0370		3037.00		0.4105280
-73.86		201.980		3.0390		3039.00		0.4106960
-73.90		202.010		3.0410		3041.00		0.4108640
-73.95		202.050		3.0430		3043.00		0.4110320
-74.00		202.090		3.0440		3044.00		0.4112000
-74.04		202.130		3.0460		3046.00		0.4113680
-74.09		202.160		3.0480		3048.00		0.4115360
-74.14		202.200		3.0500		3050.00		0.4117040
-74.18		202.240		3.0520		3052.00		0.4118720
-74.23		202.270		3.0530		3053.00		0.4120400
-74.27		202.310		3.0550		3055.00		0.4122080
-74.32		202.350		3.0570		3057.00		0.4123760
-74.37		202.390		3.0590		3059.00		0.4125450
-74.41		202.420		3.0610		3061.00		0.4127130
-74.46		202.460		3.0630		3063.00		0.4128810
-74.51		202.500		3.0640		3064.00		0.4130500
-74.55		202.530		3.0660		3066.00		0.4132180
-74.60		202.570		3.0680		3068.00		0.4133860
-74.65		202.610		3.0700		3070.00		0.4135550
-74.69		202.640		3.0720		3072.00		0.4137230
-74.74		202.680		3.0730		3073.00		0.4138920
-74.78		202.720		3.0750		3075.00		0.4140600
-74.83		202.760		3.0770		3077.00		0.4142290
-74.88		202.790		3.0790		3079.00		0.4143970
-74.92		202.830		3.0810		3081.00		0.4145660
-74.97		202.870		3.0830		3083.00		0.4147350
-75.02		202.900		3.0840		3084.00		0.4149030
-75.06		202.940		3.0860		3086.00		0.4150720
-75.11		202.980		3.0880		3088.00		0.4152410
-75.15		203.010		3.0900		3090.00		0.4154100
-75.20		203.050		3.0920		3092.00		0.4155790
-75.25		203.090		3.0930		3093.00		0.4157470
-75.29		203.130		3.0950		3095.00		0.4159160
-75.34		203.160		3.0970		3097.00		0.4160850
-75.38		203.200		3.0990		3099.00		0.4162540
-75.43		203.240		3.1010		3101.00		0.4164230
-75.48		203.270		3.1030		3103.00		0.4165920
-75.52		203.310		3.1040		3104.00		0.4167610
-75.57		203.350		3.1060		3106.00		0.4169310
-75.62		203.380		3.1080		3108.00		0.4171000
-75.66		203.420		3.1100		3110.00		0.4172690
-75.71		203.460		3.1120		3112.00		0.4174380
-75.75		203.490		3.1140		3114.00		0.4176070
-75.80		203.530		3.1150		3115.00		0.4177770
-75.85		203.570		3.1170		3117.00		0.4179460
-75.89		203.610		3.1190		3119.00		0.4181150
-75.94		203.640		3.1210		3121.00		0.4182850
-75.98		203.680		3.1230		3123.00		0.4184540
-76.03		203.720		3.1250		3125.00		0.4186240
-76.08		203.750		3.1260		3126.00		0.4187930
-76.12		203.790		3.1280		3128.00		0.4189630
-76.17		203.830		3.1300		3130.00		0.4191320
-76.21		203.860		3.1320		3132.00		0.4193020
-76.26		203.900		3.1340		3134.00		0.4194710
-76.31		203.940		3.1360		3136.00		0.4196410
-76.35		203.970		3.1380		3138.00		0.4198110
-76.40		204.010		3.1390		3139.00		0.4199800
-76.44		204.050		3.1410		3141.00		0.4201500
-76.49		204.080		3.1430		3143.00		0.4203200
-76.54		204.120		3.1450		3145.00		0.4204900
-76.58		204.160		3.1470		3147.00		0.4206600
-76.63		204.190		3.1490		3149.00		0.4208300
-76.67		204.230		3.1500		3150.00		0.4210000
-76.72		204.270		3.1520		3152.00		0.4211700
-76.76		204.300		3.1540		3154.00		0.4213400
-76.81		204.340		3.1560		3156.00		0.4215100
-76.86		204.380		3.1580		3158.00		0.4216800
-76.90		204.410		3.1600		3160.00		0.4218500
-76.95		204.450		3.1620		3162.00		0.4220200
-76.99		204.490		3.1630		3163.00		0.4221860
-77.04		204.520		3.1650		3165.00		0.4223500
-77.09		204.560		3.1670		3167.00		0.4225150
-77.13		204.600		3.1690		3169.00		0.4226790
-77.18		204.630		3.1700		3170.00		0.4228440
-77.22		204.670		3.1720		3172.00		0.4230080
-77.27		204.710		3.1740		3174.00		0.4231730
-77.31		204.740		3.1760		3176.00		0.4233380
-77.36		204.780		3.1780		3178.00		0.4235020
-77.41		204.810		3.1790		3179.00		0.4236670
-77.45		204.850		3.1810		3181.00		0.4238320
-77.50		204.890		3.1830		3183.00		0.4239970
-77.54		204.920		3.1850		3185.00		0.4241610
-77.59		204.960		3.1870		3187.00		0.4243260
-77.63		205.000		3.1880		3188.00		0.4244910
-77.68		205.030		3.1900		3190.00		0.4246560
-77.73		205.070		3.1920		3192.00		0.4248210
-77.77		205.100		3.1940		3194.00		0.4249860
-77.82		205.140		3.1960		3196.00		0.4251510
-77.86		205.180		3.1970		3197.00		0.4253160
-77.91		205.210		3.1990		3199.00		0.4254810
-77.95		205.250		3.2010		3201.00		0.4256460
-78.00		205.290		3.2030		3203.00		0.4258110
-78.05		205.320		3.2050		3205.00		0.4259760
-78.09		205.360		3.2060		3206.00		0.4261410
-78.14		205.390		3.2080		3208.00		0.4263070
-78.18		205.430		3.2100		3210.00		0.4264720
-78.23		205.470		3.2120		3212.00		0.4266370
-78.27		205.500		3.2140		3214.00		0.4268030
-78.32		205.540		3.2150		3215.00		0.4269680
-78.36		205.580		3.2170		3217.00		0.4271330
-78.41		205.610		3.2190		3219.00		0.4272990
-78.46		205.650		3.2210		3221.00		0.4274640
-78.50		205.680		3.2230		3223.00		0.4276300
-78.55		205.720		3.2240		3224.00		0.4277950
-78.59		205.760		3.2260		3226.00		0.4279610
-78.64		205.790		3.2280		3228.00		0.4281260
-78.68		205.830		3.2300		3230.00		0.4282920
-78.73		205.870		3.2320		3232.00		0.4284570
-78.77		205.900		3.2330		3233.00		0.4286230
-78.82		205.940		3.2350		3235.00		0.4287890
-78.86		205.970		3.2370		3237.00		0.4289550
-78.91		206.010		3.2390		3239.00		0.4291200
-78.96		206.050		3.2410		3241.00		0.4292860
-79.00		206.080		3.2430		3243.00		0.4294520
-79.05		206.120		3.2440		3244.00		0.4296180
-79.09		206.150		3.2460		3246.00		0.4297840
-79.14		206.190		3.2480		3248.00		0.4299500
-79.18		206.230		3.2500		3250.00		0.4301160
-79.23		206.260		3.2520		3252.00		0.4302820
-79.27		206.300		3.2530		3253.00		0.4304480
-79.32		206.330		3.2550		3255.00		0.4306140
-79.36		206.370		3.2570		3257.00		0.4307800
-79.41		206.410		3.2590		3259.00		0.4309460
-79.46		206.440		3.2610		3261.00		0.4311120
-79.50		206.480		3.2630		3263.00		0.4312780
-79.55		206.510		3.2640		3264.00		0.4314440
-79.59		206.550		3.2660		3266.00		0.4316110
-79.64		206.590		3.2680		3268.00		0.4317770
-79.68		206.620		3.2700		3270.00		0.4319430
-79.73		206.660		3.2720		3272.00		0.4321100
-79.77		206.690		3.2730		3273.00		0.4322760
-79.82		206.730		3.2750		3275.00		0.4324420
-79.86		206.770		3.2770		3277.00		0.4326090
-79.91		206.800		3.2790		3279.00		0.4327750
-79.95		206.840		3.2810		3281.00		0.4329420
-80.00		206.870		3.2830		3283.00		0.4331080
-80.04		206.910		3.2840		3284.00		0.4332750
-80.09		206.950		3.2860		3286.00		0.4334420
-80.13		206.980		3.2880		3288.00		0.4336080
-80.18		207.020		3.2900		3290.00		0.4337750
-80.22		207.050		3.2920		3292.00		0.4339420
-80.27		207.090		3.2940		3294.00		0.4341080
-80.32		207.130		3.2950		3295.00		0.4342750
-80.36		207.160		3.2970		3297.00		0.4344420
-80.41		207.200		3.2990		3299.00		0.4346090
-80.45		207.230		3.3010		3301.00		0.4347760
-80.50		207.270		3.3030		3303.00		0.4349420
-80.54		207.310		3.3050		3305.00		0.4351090
-80.59		207.340		3.3060		3306.00		0.4352760
-80.63		207.380		3.3080		3308.00		0.4354430
-80.68		207.410		3.3100		3310.00		0.4356100
-80.72		207.450		3.3120		3312.00		0.4357770
-80.77		207.480		3.3140		3314.00		0.4359440
-80.81		207.520		3.3160		3316.00		0.4361120
-80.86		207.560		3.3170		3317.00		0.4362790
-80.90		207.590		3.3190		3319.00		0.4364460
-80.95		207.630		3.3210		3321.00		0.4366130
-80.99		207.660		3.3230		3323.00		0.4367800
-81.04		207.700		3.3250		3325.00		0.4369480
